"Call","Date","Prec","Check","Sec","Class","ClassWFD","SpcNum","Name","State","County","Grid","1010","CWOps","Pwr","Future","Future","Future","Future","Future"
"AB8VP","2024/10/16","","5","OH","","","","","OH","","","","","","","","","","",""
"AB8XU","2024/10/16","","7","MI","","","","","MI","","","","","","","","","","",""
"AB8YK","2024/10/16","","2","OH","","","","","OH","","","","","","","","","","",""
"AB8YZ","2024/10/16","","73","NTX","","","","","TX","","","","","","","","","","",""
"AB9AX","2024/10/16","","89","IL","","","","","IL","","","","","","","","","","",""
"AB9CA","2024/10/16","","82","AL","","","","","AL","","","","","","","","","","",""
"AB9CD","2024/10/16","","1","WI","","","","","WI","","","","","","","","","","",""
"AB9DO","2024/10/16","","87","IL","","","","","IL","","","","","","","","","","",""
"AB9DU","2024/10/16","","1","IL","","","","","IL","","","","","","","","","","",""
"AB9GW","2024/10/16","","93","STX","","","","","TX","","","","","","","","","","",""
"AB9H","2024/10/16","","76","IL","","","","","IL","","","","","","","","","","",""
"AB9M","2024/10/16","","73","IL","","","","","IL","","","","","","","","","","",""
"AB9RP","2024/10/16","","99","WI","","","","","WI","","","","","","","","","","",""
"AB9V","2024/10/16","","62","IN","","","","","IN","","","","","","","","","","",""
"AB9WJ","2024/10/16","","0","IN","","","","","IN","","","","","","","","","","",""
"AB9XI","2024/10/16","","10","WI","","","","","WI","","","","","","","","","","",""
"AB9YC","2024/10/16","","10","IL","","","","","IL","","","","","","","","","","",""
"AB9YG","2024/10/16","","95","IL","","","","","IL","","","","","","","","","","",""
"AB9YW","2024/10/16","","10","IL","","","","","IL","","","","","","","","","","",""
"AC0BI","2024/10/16","","95","CO","","","","","CO","","","","","","","","","","",""
"AC0DJ","2024/10/16","","3","CO","","","","","CO","","","","","","","","","","",""
"AC0DS","2024/10/16","","61","CO","","","","","CO","","","","","","","","","","",""
"AC0E","2024/10/16","","77","KS","","","","","KS","","","","","","","","","","",""
"AC0GQ","2024/10/16","","96","KS","","","","","KS","","","","","","","","","","",""
"AC0H","2024/10/16","","92","IA","","","","","IA","","","","","","","","","","",""
"AC0HS","2024/10/16","","13","IA","","","","","IA","","","","","","","","","","",""
"AC0IG","2024/10/16","","7","IA","","","","","IA","","","","","","","","","","",""
"AC0LL","2024/10/16","","98","EB","","","","","CA","","","","","","","","","","",""
"AC0N","2024/10/16","","56","MO","","","","","MO","","","","","","","","","","",""
"AC0OJ","2024/10/16","","0","IA","","","","","IA","","","","","","","","","","",""
"AC0P","2024/10/16","","75","SB","","","","","CA","","","","","","","","","","",""
"AC0PR","2024/10/16","","0","ND","","","","","ND","","","","","","","","","","",""
"AC0QK","2024/10/16","","9","MO","","","","","MO","","","","","","","","","","",""
"AC0RA","2024/10/16","","9","IA","","","","","IA","","","","","","","","","","",""
"AC0RL","2024/10/16","","91","KS","","","","","KS","","","","","","","","","","",""
"AC0SG","2024/10/16","","7","KS","","","","","KS","","","","","","","","","","",""
"AC0SX","2024/10/16","","10","KS","","","","","KS","","","","","","","","","","",""
"AC0W","2024/10/16","","","MN","","","","","MN","","","","","","","","","","",""
"AC0X","2024/10/16","","82","MN","","","","","MN","","","","","","","","","","",""
"AC0XR","2024/10/16","","7","CO","","","","","CO","","","","","","","","","","",""
"AC1EV","2024/10/16","","18","NH","","","","","NH","","","","","","","","","","",""
"AC1GF","2024/10/16","","72","NH","","","","","NH","","","","","","","","","","",""
"AC1IF","2024/10/16","","15","CT","","","","","CT","","","","","","","","","","",""
"AC1J","2024/10/16","","57","NH","","","","","NH","","","","","","","","","","",""
"AC1KI","2024/10/16","","20","EMA","","","","","MA","","","","","","","","","","",""
"AC1L","2024/10/16","","75","WMA","","","","","MA","","","","","","","","","","",""
"AC1MX","2024/10/16","","19","VT","","","","","VT","","","","","","","","","","",""
"AC1Z","2024/10/16","","71","NH","","","","","NH","","","","","","","","","","",""
"AC2BH","2024/10/16","","5","NNJ","","","","","NJ","","","","","","","","","","",""
"AC2CZ","2024/10/16","","86","NLI","","","","","NY","","","","","","","","","","",""
"AC2EV","2024/10/16","","9","WNY","","","","","NY","","","","","","","","","","",""
"AC2FA","2024/10/16","","10","WNY","","","","","NY","","","","","","","","","","",""
"AC2HJ","2024/10/16","","11","WNY","","","","","NY","","","","","","","","","","",""
"AC2IK","2024/10/16","","10","WNY","","","","","NY","","","","","","","","","","",""
"AC2K","2024/10/16","","60","AZ","","","","","AZ","","","","","","","","","","",""
"AC2KJ","2024/10/16","","13","NLI","","","","","NY","","","","","","","","","","",""
"AC2MT","2024/10/16","","13","ENY","","","","","NY","","","","","","","","","","",""
"AC2N","2024/10/16","","91","NFL","","","","","FL","","","","","","","","","","",""
"AC2OC","2024/10/16","","14","ENY","","","","","NY","","","","","","","","","","",""
"AC2R","2024/10/16","","53","NC","","","","","NC","","","","","","","","","","",""
"AC2RJ","2024/10/16","","15","ENY","","","","","NY","","","","","","","","","","",""
"AC2RL","2024/10/16","","67","WNY","","","","","NY","","","","","","","","","","",""
"AC2XC","2024/10/16","","92","WNY","","","","","NY","","","","","","","","","","",""
"AC2YD","2024/10/16","","70","NNJ","","","","","NJ","","","","","","","","","","",""
"AC3BQ","2024/10/16","","17","EPA","","","","","PA","","","","","","","","","","",""
"AC3C","2024/10/16","","96","ORG","","","","","CA","","","","","","","","","","",""
"AC3D","2024/10/16","","0","TN","","","","","TN","","","","","","","","","","",""
"AC3EK","2024/10/16","","61","MDC","","","","","MD","","","","","","","","","","",""
"AC3GB","2024/10/16","","18","WPA","","","","","PA","","","","","","","","","","",""
"AC3LZ","2024/10/16","","19","DE","","","","","DE","","","","","","","","","","",""
"AC3MB","2024/10/16","","20","EPA","","","","","EPA","","","","","","","","","","",""
"AC3RK","2024/10/16","","70","MDC","","","","","MD","","","","","","","","","","",""
"AC3SS","2024/10/16","","98","MDC","","","","","MD","","","","","","","","","","",""
"AC3U","2024/10/16","","54","MDC","","","","","MD","","","","","","","","","","",""
"AC3V","2024/10/16","","64","EPA","","","","","PA","","","","","","","","","","",""
"AC4MC","2024/10/16","","60","SC","","","","","SC","","","","","","","","","","",""
"AC4MG","2024/10/16","","76","GA","","","","","GA","","","","","","","","","","",""
"AC4PY","2024/10/16","","91","KY","","","","","KY","","","","","","","","","","",""
"AC4RD","2024/10/16","","91","NC","","","","","NC","","","","","","","","","","",""
"AC4SJ","2024/10/16","","19","VA","","","","","VA","","","","","","","","","","",""
"AC4YD","2024/10/16","","92","KY","","","","","KY","","","","","","","","","","",""
"AC4YL","2024/10/16","","13","GA","","","","","GA","","","","","","","","","","",""
"AC4ZM","2024/10/16","","1","SFL","","","","","FL","","","","","","","","","","",""
"AC5AA","2024/10/16","","63","STX","","","","","TX","","","","","","","","","","",""
"AC5DK","2024/10/16","","77","AR","","","","","AR","","","","","","","","","","",""
"AC5JM","2024/10/16","","81","OK","","","","","OK","","","","","","","","","","",""
"AC5JP","2024/10/16","","96","KY","","","","","KY","","","","","","","","","","",""
"AC5K","2024/10/16","","72","STX","","","","","TX","","","","","","","","","","",""
"AC5O","2024/10/16","","5","LA","","","","","LA","","","","","","","","","","",""
"AC5SU","2024/10/16","","97","MS","","","","","MS","","","","","","","","","","",""
"AC5T","2024/10/16","","75","NTX","","","","","TX","","","","","","","","","","",""
"AC5TU","2024/10/16","","67","NTX","","","","","TX","","","","","","","","","","",""
"AC5XK","2024/10/16","","0","MDC","","","","","MA","","","","","","","","","","",""
"AC5Z","2024/10/16","","75","NTX","","","","","TX","","","","","","","","","","",""
"AC5ZQ","2024/10/16","","99","NTX","","","","","TX","","","","","","","","","","",""
"AC5ZS","2024/10/16","","55","SFL","","","","","FL","","","","","","","","","","",""
"AC6BW","2024/10/16","","94","SCV","","","","","CA","","","","","","","","","","",""
"AC6EA","2024/10/16","","85","OH","","","","","OH","","","","","","","","","","",""
"AC6GO","2024/10/16","","94","SCV","","","","","CA","","","","","","","","","","",""
"AC6NN","2024/10/16","","0","VA","","","","","VA","","","","","","","","","","",""
"AC6SL","2024/10/16","","64","SCV","","","","","CA","","","","","","","","","","",""
"AC6T","2024/10/16","","58","SB","","","","","CA","","","","","","","","","","",""
"AC6WI","2024/10/16","","90","VA","","","","","VA","","","","","","","","","","",""
"AC6YY","2024/10/16","","96","SCV","","","","","CA","","","","","","","","","","",""
"AC6ZM","2024/10/16","","94","TN","","","","","TN","","","","","","","","","","",""
"AC7A","2024/10/16","","69","AZ","","","","","AZ","","","","","","","","","","",""
"AC7AF","2024/10/16","","82","WY","","","","","WY","","","","","","","","","","",""
"AC7B","2024/10/16","","67","AZ","","","","","AZ","","","","","","","","","","",""
"AC7BN","2024/10/16","","64","AZ","","","","","AZ","","","","","","","","","","",""
"AC7FF","2024/10/16","","13","AZ","","","","","AZ","","","","","","","","","","",""
"AC7FY","2024/10/16","","92","CO","","","","","CO","","","","","","","","","","",""
"AC7GM","2024/10/16","","95","MT","","","","","MT","","","","","","","","","","",""
"AC7GP","2024/10/16","","80","EWA","","","","","WA","","","","","","","","","","",""
"AC7JM","2024/10/16","","63","AZ","","","","","AZ","","","","","","","","","","",""
"AC7JW","2024/10/16","","0","UT","","","","","UT","","","","","","","","","","",""
"AC7JY","2024/10/16","","98","WWA","","","","","WA","","","","","","","","","","",""
"AC7LX","2024/10/16","","0","OR","","","","","OR","","","","","","","","","","",""
"AC7MA","2024/10/16","","69","WWA","","","","","WA","","","","","","","","","","",""
"AC7OW","2024/10/16","","65","MT","","","","","MT","","","","","","","","","","",""
"AC7P","2024/10/16","","61","STX","","","","","TX","","","","","","","","","","",""
"AC8AC","2024/10/16","","0","MI","","","","","MI","","","","","","","","","","",""
"AC8AI","2024/10/16","","7","MI","","","","","MI","","","","","","","","","","",""
"AC8AV","2024/10/16","","0","OH","","","","","OH","","","","","","","","","","",""
"AC8E","2024/10/16","","64","OH","","","","","OH","","","","","","","","","","",""
"AC8GI","2024/10/16","","99","OH","","","","","OH","","","","","","","","","","",""
"AC8GX","2024/10/16","","10","OH","","","","","OH","","","","","","","","","","",""
"AC8JF","2024/10/16","","11","MI","","","","","MI","","","","","","","","","","",""
"AC8JW","2024/10/16","","4","MI","","","","","MI","","","","","","","","","","",""
"AC8KD","2024/10/16","","8","MI","","","","","MI","","","","","","","","","","",""
"AC8LJ","2024/10/16","","79","WV","","","","","WV","","","","","","","","","","",""
"AC8MR","2024/10/16","","95","MI","","","","","MI","","","","","","","","","","",""
"AC8NP","2024/10/16","","11","OH","","","","","OH","","","","","","","","","","",""
"AC8QX","2024/10/16","","94","MI","","","","","MI","","","","","","","","","","",""
"AC8RJ","2024/10/16","","14","OH","","","","","OH","","","","","","","","","","",""
"AC8TE","2024/10/16","","8","MI","","","","","MI","","","","","","","","","","",""
"AC8W","2024/10/16","","66","MI","","","","","MI","","","","","","","","","","",""
"AC8WP","2024/10/16","","15","MI","","","","","MI","","","","","","","","","","",""
"AC8XU","2024/10/16","","89","OH","","","","","OH","","","","","","","","","","",""
"AC8Y","2024/10/16","","76","VA","","","","","VA","","","","","","","","","","",""
"AC8ZX","2024/10/16","","77","MI","","","","","MI","","","","","","","","","","",""
"AC9BJ","2024/10/16","","93","WI","","","","","WI","","","","","","","","","","",""
"AC9D","2024/10/16","","11","CO","","","","","CO","","","","","","","","","","",""
"AC9EM","2024/10/16","","12","IL","","","","","IL","","","","","","","","","","",""
"AC9EZ","2024/10/16","","12","IN","","","","","IN","","","","","","","","","","",""
"AC9FL","2024/10/16","","76","IL","","","","","IL","","","","","","","","","","",""
"AC9GI","2024/10/16","","12","WI","","","","","WI","","","","","","","","","","",""
"AC9HP","2024/10/16","","13","IN","","","","","IN","","","","","","","","","","",""
"AC9HQ","2024/10/16","","13","IN","","","","","IN","","","","","","","","","","",""
"AC9IG","2024/10/16","","14","IL","","","","","IL","","","","","","","","","","",""
"AC9QM","2024/10/16","","17","IN","","","","","IN","","","","","","","","","","",""
"AC9S","2024/10/16","","61","IL","","","","","IL","","","","","","","","","","",""
"AC9TO","2024/10/16","","16","WI","","","","","WI","","","","","","","","","","",""
"AC9UC","2024/10/16","","18","IL","","","","","IL","","","","","","","","","","",""
"AD0A","2024/10/16","","56","CO","","","","","CO","","","","","","","","","","",""
"AD0AB","2024/10/16","","12","KS","","","","","KS","","","","","","","","","","",""
"AD0AZ","2024/10/16","","11","ID","","","","","ID","","","","","","","","","","",""
"AD0BX","2024/10/16","","12","MN","","","","","MN","","","","","","","","","","",""
"AD0DB","2024/10/16","","91","MN","","","","","MN","","","","","","","","","","",""
"AD0DX","2024/10/16","","76","MO","","","","","MO","","","","","","","","","","",""
"AD0FB","2024/10/16","","13","MN","","","","","MN","","","","","","","","","","",""
"AD0FL","2024/10/16","","13","MO","","","","","MO","","","","","","","","","","",""
"AD0H","2024/10/16","","57","IA","","","","","IA","","","","","","","","","","",""
"AD0JA","2024/10/16","","12","MO","","","","","MO","","","","","","","","","","",""
"AD0K","2024/10/16","","76","STX","","","","","TX","","","","","","","","","","",""
"AD0MJ","2024/10/16","","14","MN","","","","","MN","","","","","","","","","","",""
"AD0RW","2024/10/16","","67","IA","","","","","IA","","","","","","","","","","",""
"AD0W","2024/10/16","","73","MN","","","","","MN","","","","","","","","","","",""
"AD0WX","2024/10/16","","14","MO","","","","","MO","","","","","","","","","","",""
"AD0ZC","2024/10/16","","17","NE","","","","","NE","","","","","","","","","","",""
"AD1C","2024/10/16","","74","CO","","","","","CO","","","","","","","","","","",""
"AD1DX","2024/10/16","","7","EMA","","","","","MA","","","","","","","","","","",""
"AD1L","2024/10/16","","92","WMA","","","","","MA","","","","","","","","","","",""
"AD2AM","2024/10/16","","0","ENY","","","","","NY","","","","","","","","","","",""
"AD2EE","2024/10/16","","99","NLI","","","","","NY","","","","","","","","","","",""
"AD2H","2024/10/16","","6","NC","","","","","NC","","","","","","","","","","",""
"AD2KA","2024/10/16","","15","WNY","","","","","NY","","","","","","","","","","",""
"AD2P","2024/10/16","","91","NNJ","","","","","NJ","","","","","","","","","","",""
"AD2S","2024/10/16","","77","NLI","","","","","NY","","","","","","","","","","",""
"AD2TM","2024/10/16","","82","WNY","","","","","NY","","","","","","","","","","",""
"AD3Y","2024/10/16","","69","SNJ","","","","","NJ","","","","","","","","","","",""
"AD4AX","2024/10/16","","92","VA","","","","","VA","","","","","","","","","","",""
"AD4DG","2024/10/16","","63","VA","","","","","VA","","","","","","","","","","",""
"AD4E","2024/10/16","","76","NFL","","","","","FL","","","","","","","","","","",""
